c2,s,BandGap1
11.55,0.76,0.95205
11.7,0.76,0.95424
11.85,0.76,0.9564
12,0.76,0.95851
12.15,0.76,0.96057
12.3,0.76,0.9626
12.45,0.76,0.9646
12.6,0.76,0.96655
12.75,0.76,0.96847
12.9,0.76,0.97036
13.05,0.76,0.97221
13.2,0.76,0.97403
13.35,0.76,0.97582
13.5,0.76,0.97758
13.65,0.76,0.97931
13.8,0.76,0.98101
13.95,0.76,0.98268
14.1,0.76,0.98433
14.25,0.76,0.98595
14.4,0.76,0.98754
14.55,0.76,0.98911
14.7,0.76,0.99066
14.85,0.76,0.99218
15,0.76,0.99367
0.15,0.77,1.3076
0.3,0.77,0.87115
0.45,0.77,0.57473
0.6,0.77,0.36063
0.75,0.77,0.19832
0.9,0.77,0.07084
1.05,0.77,0.032003
1.2,0.77,0.11676
1.35,0.77,0.18784
1.5,0.77,0.24833
1.65,0.77,0.30044
1.8,0.77,0.34583
1.95,0.77,0.38572
2.1,0.77,0.42107
2.25,0.77,0.45263
2.4,0.77,0.48098
2.55,0.77,0.5066
2.7,0.77,0.52988
2.85,0.77,0.55113
3,0.77,0.57061
3.15,0.77,0.58855
3.3,0.77,0.60512
3.45,0.77,0.62048
3.6,0.77,0.63476
3.75,0.77,0.64808
3.9,0.77,0.66054
4.05,0.77,0.67222
4.2,0.77,0.6832
4.35,0.77,0.69354
4.5,0.77,0.70329
4.65,0.77,0.71252
4.8,0.77,0.72126
4.95,0.77,0.72955
5.1,0.77,0.73743
5.25,0.77,0.74494
5.4,0.77,0.75209
5.55,0.77,0.75892
5.7,0.77,0.76545
5.85,0.77,0.7717
6,0.77,0.77769
6.15,0.77,0.78344
6.3,0.77,0.78896
6.45,0.77,0.79426
6.6,0.77,0.79937
6.75,0.77,0.80429
6.9,0.77,0.80903
7.05,0.77,0.81361
7.2,0.77,0.81803
7.35,0.77,0.8223
7.5,0.77,0.82643
7.65,0.77,0.83043
7.8,0.77,0.83431
7.95,0.77,0.83806
8.1,0.77,0.84171
8.25,0.77,0.84524
8.4,0.77,0.84868
8.55,0.77,0.85202
8.7,0.77,0.85526
8.85,0.77,0.85842
9,0.77,0.86149
9.15,0.77,0.86449
9.3,0.77,0.8674
9.45,0.77,0.87025
9.6,0.77,0.87302
9.75,0.77,0.87573
9.9,0.77,0.87837
10.05,0.77,0.88095
10.2,0.77,0.88347
10.35,0.77,0.88593
10.5,0.77,0.88834
10.65,0.77,0.89069
10.8,0.77,0.893
10.95,0.77,0.89525
11.1,0.77,0.89746
11.25,0.77,0.89962
11.4,0.77,0.90174
11.55,0.77,0.90382
11.7,0.77,0.90586
11.85,0.77,0.90785
12,0.77,0.90981
12.15,0.77,0.91173
12.3,0.77,0.91362
12.45,0.77,0.91547
12.6,0.77,0.91729
12.75,0.77,0.91907
12.9,0.77,0.92083
13.05,0.77,0.92255
13.2,0.77,0.92424
13.35,0.77,0.92591
13.5,0.77,0.92755
13.65,0.77,0.92916
13.8,0.77,0.93074
13.95,0.77,0.9323
14.1,0.77,0.93384
14.25,0.77,0.93535
14.4,0.77,0.93684
14.55,0.77,0.9383
14.7,0.77,0.93974
14.85,0.77,0.94116
15,0.77,0.94256
0.15,0.78,1.3054
0.3,0.78,0.85706
0.45,0.78,0.56098
0.6,0.78,0.35021
0.75,0.78,0.1919
0.9,0.78,0.068372
1.05,0.78,0.030829
1.2,0.78,0.11232
1.35,0.78,0.18049
1.5,0.78,0.2384
1.65,0.78,0.28823
1.8,0.78,0.33157
1.95,0.78,0.36964
2.1,0.78,0.40334
2.25,0.78,0.43341
2.4,0.78,0.46041
2.55,0.78,0.4848
2.7,0.78,0.50694
2.85,0.78,0.52714
3,0.78,0.54565
3.15,0.78,0.56269
3.3,0.78,0.57841
3.45,0.78,0.59298
3.6,0.78,0.60652
3.75,0.78,0.61914
3.9,0.78,0.63094
4.05,0.78,0.64199
4.2,0.78,0.65236
4.35,0.78,0.66213
4.5,0.78,0.67134
4.65,0.78,0.68005
4.8,0.78,0.68828
4.95,0.78,0.6961
5.1,0.78,0.70352
5.25,0.78,0.71058
5.4,0.78,0.7173
5.55,0.78,0.72372
5.7,0.78,0.72985
5.85,0.78,0.73571
6,0.78,0.74132
6.15,0.78,0.7467
6.3,0.78,0.75186
6.45,0.78,0.75682
6.6,0.78,0.7616
6.75,0.78,0.76619
6.9,0.78,0.77061
7.05,0.78,0.77488
7.2,0.78,0.77899
7.35,0.78,0.78297
7.5,0.78,0.78682
7.65,0.78,0.79053
7.8,0.78,0.79413
7.95,0.78,0.79762
8.1,0.78,0.801
8.25,0.78,0.80428
8.4,0.78,0.80746
8.55,0.78,0.81055
8.7,0.78,0.81356
8.85,0.78,0.81648
9,0.78,0.81932
9.15,0.78,0.82208
9.3,0.78,0.82477
9.45,0.78,0.8274
9.6,0.78,0.82995
9.75,0.78,0.83245
9.9,0.78,0.83488
10.05,0.78,0.83725
10.2,0.78,0.83957
10.35,0.78,0.84184
10.5,0.78,0.84405
10.65,0.78,0.84621
10.8,0.78,0.84833
10.95,0.78,0.8504
11.1,0.78,0.85243
11.25,0.78,0.85441
11.4,0.78,0.85635
11.55,0.78,0.85826
11.7,0.78,0.86012
11.85,0.78,0.86195
12,0.78,0.86375
12.15,0.78,0.8655
12.3,0.78,0.86723
12.45,0.78,0.86892
12.6,0.78,0.87059
12.75,0.78,0.87222
12.9,0.78,0.87382
13.05,0.78,0.8754
13.2,0.78,0.87695
13.35,0.78,0.87847
13.5,0.78,0.87997
13.65,0.78,0.88144
13.8,0.78,0.88288
13.95,0.78,0.88431
14.1,0.78,0.88571
14.25,0.78,0.88709
14.4,0.78,0.88845
14.55,0.78,0.88978
14.7,0.78,0.8911
14.85,0.78,0.8924
15,0.78,0.89367
0.15,0.79,1.2991
0.3,0.79,0.84155
0.45,0.79,0.54655
0.6,0.79,0.33939
0.75,0.79,0.18528
0.9,0.79,0.065834
1.05,0.79,0.029625
1.2,0.79,0.10777
1.35,0.79,0.17299
1.5,0.79,0.22829
1.65,0.79,0.27582
1.8,0.79,0.31713
1.95,0.79,0.35338
2.1,0.79,0.38548
2.25,0.79,0.4141
2.4,0.79,0.4398
2.55,0.79,0.46301
2.7,0.79,0.48408
2.85,0.79,0.50331
3,0.79,0.52092
3.15,0.79,0.53713
3.3,0.79,0.55209
3.45,0.79,0.56595
3.6,0.79,0.57883
3.75,0.79,0.59083
3.9,0.79,0.60205
4.05,0.79,0.61256
4.2,0.79,0.62242
4.35,0.79,0.6317
4.5,0.79,0.64045
4.65,0.79,0.64872
4.8,0.79,0.65654
4.95,0.79,0.66395
5.1,0.79,0.67099
5.25,0.79,0.67768
5.4,0.79,0.68406
5.55,0.79,0.69013
5.7,0.79,0.69593
5.85,0.79,0.70148
6,0.79,0.70679
6.15,0.79,0.71187
6.3,0.79,0.71675
6.45,0.79,0.72143
6.6,0.79,0.72593
6.75,0.79,0.73026
6.9,0.79,0.73443
7.05,0.79,0.73844
7.2,0.79,0.74232
7.35,0.79,0.74605
7.5,0.79,0.74967
7.65,0.79,0.75316
7.8,0.79,0.75653
7.95,0.79,0.7598
8.1,0.79,0.76297
8.25,0.79,0.76604
8.4,0.79,0.76901
8.55,0.79,0.7719
8.7,0.79,0.77471
8.85,0.79,0.77743
9,0.79,0.78008
9.15,0.79,0.78266
9.3,0.79,0.78516
9.45,0.79,0.7876
9.6,0.79,0.78998
9.75,0.79,0.7923
9.9,0.79,0.79456
10.05,0.79,0.79676
10.2,0.79,0.79891
10.35,0.79,0.801
10.5,0.79,0.80305
10.65,0.79,0.80505
10.8,0.79,0.80701
10.95,0.79,0.80892
11.1,0.79,0.81079
11.25,0.79,0.81262
11.4,0.79,0.81441
11.55,0.79,0.81616
11.7,0.79,0.81788
11.85,0.79,0.81956
12,0.79,0.82121
12.15,0.79,0.82282
12.3,0.79,0.82441
12.45,0.79,0.82596
12.6,0.79,0.82748
12.75,0.79,0.82898
12.9,0.79,0.83044
13.05,0.79,0.83188
13.2,0.79,0.8333
13.35,0.79,0.83469
13.5,0.79,0.83605
13.65,0.79,0.8374
13.8,0.79,0.83872
13.95,0.79,0.84001
14.1,0.79,0.84129
14.25,0.79,0.84254
14.4,0.79,0.84378
14.55,0.79,0.84499
14.7,0.79,0.84619
14.85,0.79,0.84737
15,0.79,0.84852
0.15,0.8,1.2873
0.3,0.8,0.82401
0.45,0.8,0.5312
0.6,0.8,0.32815
0.75,0.8,0.17846
0.9,0.8,0.06323
1.05,0.8,0.028393
1.2,0.8,0.10312
1.35,0.8,0.16532
1.5,0.8,0.21796
1.65,0.8,0.26314
1.8,0.8,0.30238
1.95,0.8,0.3368
2.1,0.8,0.36727
2.25,0.8,0.39444
2.4,0.8,0.41884
2.55,0.8,0.44089
2.7,0.8,0.46091
2.85,0.8,0.47918
3,0.8,0.49593
3.15,0.8,0.51135
3.3,0.8,0.52559
3.45,0.8,0.53879
3.6,0.8,0.55106
3.75,0.8,0.5625
3.9,0.8,0.57319
4.05,0.8,0.58321
4.2,0.8,0.59262
4.35,0.8,0.60148
4.5,0.8,0.60983
4.65,0.8,0.61772
4.8,0.8,0.62519
4.95,0.8,0.63227
5.1,0.8,0.63899
5.25,0.8,0.64539
5.4,0.8,0.65147
5.55,0.8,0.65728
5.7,0.8,0.66282
5.85,0.8,0.66812
6,0.8,0.67319
6.15,0.8,0.67804
6.3,0.8,0.6827
6.45,0.8,0.68717
6.6,0.8,0.69147
6.75,0.8,0.6956
6.9,0.8,0.69958
7.05,0.8,0.70341
7.2,0.8,0.7071
7.35,0.8,0.71067
7.5,0.8,0.71411
7.65,0.8,0.71743
7.8,0.8,0.72065
7.95,0.8,0.72376
8.1,0.8,0.72677
8.25,0.8,0.72969
8.4,0.8,0.73252
8.55,0.8,0.73526
8.7,0.8,0.73793
8.85,0.8,0.74051
9,0.8,0.74303
9.15,0.8,0.74547
9.3,0.8,0.74785
9.45,0.8,0.75016
9.6,0.8,0.75241
9.75,0.8,0.7546
9.9,0.8,0.75673
10.05,0.8,0.75881
10.2,0.8,0.76084
10.35,0.8,0.76282
10.5,0.8,0.76475
10.65,0.8,0.76664
10.8,0.8,0.76848
10.95,0.8,0.77028
11.1,0.8,0.77204
11.25,0.8,0.77376
11.4,0.8,0.77544
11.55,0.8,0.77708
11.7,0.8,0.77869
11.85,0.8,0.78027
12,0.8,0.78181
12.15,0.8,0.78332
12.3,0.8,0.7848
12.45,0.8,0.78625
12.6,0.8,0.78768
12.75,0.8,0.78907
12.9,0.8,0.79044
13.05,0.8,0.79178
13.2,0.8,0.7931
13.35,0.8,0.79439
13.5,0.8,0.79566
13.65,0.8,0.79691
13.8,0.8,0.79813
13.95,0.8,0.79934
14.1,0.8,0.80052
14.25,0.8,0.80168
14.4,0.8,0.80282
14.55,0.8,0.80395
14.7,0.8,0.80505
14.85,0.8,0.80614
15,0.8,0.80721
0.15,0.81,1.2692
0.3,0.81,0.80373
0.45,0.81,0.51463
0.6,0.81,0.31635
0.75,0.81,0.1714
0.9,0.81,0.060558
1.05,0.81,0.027133
1.2,0.81,0.09837
1.35,0.81,0.15749
1.5,0.81,0.20741
1.65,0.81,0.25019
1.8,0.81,0.28731
1.95,0.81,0.31985
2.1,0.81,0.34864
2.25,0.81,0.37432
2.4,0.81,0.39738
2.55,0.81,0.41822
2.7,0.81,0.43716
2.85,0.81,0.45445
3,0.81,0.47032
3.15,0.81,0.48493
3.3,0.81,0.49844
3.45,0.81,0.51098
3.6,0.81,0.52264
3.75,0.81,0.53352
3.9,0.81,0.54369
4.05,0.81,0.55324
4.2,0.81,0.56221
4.35,0.81,0.57067
4.5,0.81,0.57865
4.65,0.81,0.58619
4.8,0.81,0.59333
4.95,0.81,0.60011
5.1,0.81,0.60656
5.25,0.81,0.61269
5.4,0.81,0.61853
5.55,0.81,0.6241
5.7,0.81,0.62942
5.85,0.81,0.63452
6,0.81,0.63939
6.15,0.81,0.64406
6.3,0.81,0.64855
6.45,0.81,0.65285
6.6,0.81,0.65699
6.75,0.81,0.66097
6.9,0.81,0.66481
7.05,0.81,0.6685
7.2,0.81,0.67207
7.35,0.81,0.67551
7.5,0.81,0.67883
7.65,0.81,0.68204
7.8,0.81,0.68514
7.95,0.81,0.68815
8.1,0.81,0.69106
8.25,0.81,0.69388
8.4,0.81,0.69661
8.55,0.81,0.69926
8.7,0.81,0.70184
8.85,0.81,0.70434
9,0.81,0.70676
9.15,0.81,0.70912
9.3,0.81,0.71142
9.45,0.81,0.71365
9.6,0.81,0.71582
9.75,0.81,0.71794
9.9,0.81,0.72
10.05,0.81,0.72201
10.2,0.81,0.72397
10.35,0.81,0.72588
10.5,0.81,0.72774
10.65,0.81,0.72956
10.8,0.81,0.73134
10.95,0.81,0.73308
11.1,0.81,0.73477
11.25,0.81,0.73643
11.4,0.81,0.73805
11.55,0.81,0.73963
11.7,0.81,0.74118
11.85,0.81,0.7427
12,0.81,0.74418
12.15,0.81,0.74564
12.3,0.81,0.74706
12.45,0.81,0.74845
12.6,0.81,0.74982
12.75,0.81,0.75116
12.9,0.81,0.75247
13.05,0.81,0.75376
13.2,0.81,0.75502
13.35,0.81,0.75626
13.5,0.81,0.75748
13.65,0.81,0.75867
13.8,0.81,0.75984
13.95,0.81,0.761
14.1,0.81,0.76213
14.25,0.81,0.76324
14.4,0.81,0.76433
14.55,0.81,0.7654
14.7,0.81,0.76645
14.85,0.81,0.76749
15,0.81,0.76851
0.15,0.82,1.2449
0.3,0.82,0.7802
0.45,0.82,0.49651
0.6,0.82,0.30386
0.75,0.82,0.16408
0.9,0.82,0.057816
1.05,0.82,0.025848
1.2,0.82,0.093548
1.35,0.82,0.14955
1.5,0.82,0.19673
1.65,0.82,0.23708
1.8,0.82,0.27202
1.95,0.82,0.30263
2.1,0.82,0.32969
2.25,0.82,0.35382
2.4,0.82,0.37548
2.55,0.82,0.39505
2.7,0.82,0.41285
2.85,0.82,0.42911
3,0.82,0.44403
3.15,0.82,0.45778
3.3,0.82,0.47051
3.45,0.82,0.48232
3.6,0.82,0.49332
3.75,0.82,0.5036
3.9,0.82,0.51323
4.05,0.82,0.52226
4.2,0.82,0.53077
4.35,0.82,0.53879
4.5,0.82,0.54637
4.65,0.82,0.55354
4.8,0.82,0.56034
4.95,0.82,0.56681
5.1,0.82,0.57295
5.25,0.82,0.57881
5.4,0.82,0.5844
5.55,0.82,0.58974
5.7,0.82,0.59484
5.85,0.82,0.59973
6,0.82,0.60441
6.15,0.82,0.60891
6.3,0.82,0.61323
6.45,0.82,0.61738
6.6,0.82,0.62137
6.75,0.82,0.62522
6.9,0.82,0.62892
7.05,0.82,0.6325
7.2,0.82,0.63595
7.35,0.82,0.63929
7.5,0.82,0.64251
7.65,0.82,0.64563
7.8,0.82,0.64865
7.95,0.82,0.65157
8.1,0.82,0.6544
8.25,0.82,0.65715
8.4,0.82,0.65982
8.55,0.82,0.6624
8.7,0.82,0.66492
8.85,0.82,0.66736
9,0.82,0.66973
9.15,0.82,0.67204
9.3,0.82,0.67429
9.45,0.82,0.67647
9.6,0.82,0.6786
9.75,0.82,0.68068
9.9,0.82,0.6827
10.05,0.82,0.68467
10.2,0.82,0.68659
10.35,0.82,0.68847
10.5,0.82,0.6903
10.65,0.82,0.69209
10.8,0.82,0.69384
10.95,0.82,0.69554
11.1,0.82,0.69721
11.25,0.82,0.69884
11.4,0.82,0.70044
11.55,0.82,0.702
11.7,0.82,0.70352
11.85,0.82,0.70502
12,0.82,0.70648
12.15,0.82,0.70791
12.3,0.82,0.70931
12.45,0.82,0.71069
12.6,0.82,0.71204
12.75,0.82,0.71336
12.9,0.82,0.71465
13.05,0.82,0.71592
13.2,0.82,0.71717
13.35,0.82,0.71839
13.5,0.82,0.71959
13.65,0.82,0.72077
13.8,0.82,0.72193
13.95,0.82,0.72306
14.1,0.82,0.72418
14.25,0.82,0.72527
14.4,0.82,0.72635
14.55,0.82,0.72741
14.7,0.82,0.72845
14.85,0.82,0.72947
15,0.82,0.73048
0.15,0.83,1.2154
0.3,0.83,0.75331
0.45,0.83,0.47665
0.6,0.83,0.29058
0.75,0.83,0.15645
0.9,0.83,0.054998
1.05,0.83,0.024541
1.2,0.83,0.088676
1.35,0.83,0.14157
1.5,0.83,0.18601
1.65,0.83,0.22393
1.8,0.83,0.25672
1.95,0.83,0.28538
2.1,0.83,0.31069
2.25,0.83,0.33323
2.4,0.83,0.35346
2.55,0.83,0.37173
2.7,0.83,0.38833
2.85,0.83,0.40349
3,0.83,0.4174
3.15,0.83,0.43023
3.3,0.83,0.4421
3.45,0.83,0.45313
3.6,0.83,0.4634
3.75,0.83,0.47301
3.9,0.83,0.48201
4.05,0.83,0.49047
4.2,0.83,0.49843
4.35,0.83,0.50595
4.5,0.83,0.51307
4.65,0.83,0.51981
4.8,0.83,0.52621
4.95,0.83,0.53229
5.1,0.83,0.53809
5.25,0.83,0.54362
5.4,0.83,0.5489
5.55,0.83,0.55396
5.7,0.83,0.5588
5.85,0.83,0.56343
6,0.83,0.56789
6.15,0.83,0.57216
6.3,0.83,0.57628
6.45,0.83,0.58024
6.6,0.83,0.58406
6.75,0.83,0.58774
6.9,0.83,0.59129
7.05,0.83,0.59472
7.2,0.83,0.59804
7.35,0.83,0.60124
7.5,0.83,0.60435
7.65,0.83,0.60736
7.8,0.83,0.61027
7.95,0.83,0.6131
8.1,0.83,0.61584
8.25,0.83,0.6185
8.4,0.83,0.62109
8.55,0.83,0.62361
8.7,0.83,0.62605
8.85,0.83,0.62843
9,0.83,0.63074
9.15,0.83,0.633
9.3,0.83,0.63519
9.45,0.83,0.63733
9.6,0.83,0.63942
9.75,0.83,0.64146
9.9,0.83,0.64344
10.05,0.83,0.64538
10.2,0.83,0.64727
10.35,0.83,0.64912
10.5,0.83,0.65093
10.65,0.83,0.65269
10.8,0.83,0.65442
10.95,0.83,0.65611
11.1,0.83,0.65776
11.25,0.83,0.65937
11.4,0.83,0.66095
11.55,0.83,0.6625
11.7,0.83,0.66402
11.85,0.83,0.6655
12,0.83,0.66696
12.15,0.83,0.66839
12.3,0.83,0.66979
12.45,0.83,0.67116
12.6,0.83,0.6725
12.75,0.83,0.67382
12.9,0.83,0.67512
13.05,0.83,0.67639
13.2,0.83,0.67764
13.35,0.83,0.67886
13.5,0.83,0.68007
13.65,0.83,0.68125
13.8,0.83,0.68241
13.95,0.83,0.68355
14.1,0.83,0.68467
14.25,0.83,0.68577
14.4,0.83,0.68686
14.55,0.83,0.68792
14.7,0.83,0.68897
14.85,0.83,0.69
15,0.83,0.69102
0.15,0.84,1.1824
0.3,0.84,0.7235
0.45,0.84,0.45512
0.6,0.84,0.27648
0.75,0.84,0.1485
0.9,0.84,0.052104
1.05,0.84,0.023214
1.2,0.84,0.083773
1.35,0.84,0.13359
1.5,0.84,0.17535
1.65,0.84,0.21091
1.8,0.84,0.24159
1.95,0.84,0.26837
2.1,0.84,0.29198
2.25,0.84,0.31297
2.4,0.84,0.33178
2.55,0.84,0.34875
2.7,0.84,0.36415
2.85,0.84,0.3782
3,0.84,0.39109
3.15,0.84,0.40296
3.3,0.84,0.41394
3.45,0.84,0.42414
3.6,0.84,0.43364
3.75,0.84,0.44252
3.9,0.84,0.45083
4.05,0.84,0.45865
4.2,0.84,0.46602
4.35,0.84,0.47297
4.5,0.84,0.47955
4.65,0.84,0.48579
4.8,0.84,0.49171
4.95,0.84,0.49735
5.1,0.84,0.50273
5.25,0.84,0.50785
5.4,0.84,0.51276
5.55,0.84,0.51745
5.7,0.84,0.52195
5.85,0.84,0.52627
6,0.84,0.53042
6.15,0.84,0.53441
6.3,0.84,0.53825
6.45,0.84,0.54195
6.6,0.84,0.54552
6.75,0.84,0.54897
6.9,0.84,0.5523
7.05,0.84,0.55552
7.2,0.84,0.55864
7.35,0.84,0.56166
7.5,0.84,0.56459
7.65,0.84,0.56743
7.8,0.84,0.57018
7.95,0.84,0.57286
8.1,0.84,0.57546
8.25,0.84,0.57799
8.4,0.84,0.58045
8.55,0.84,0.58284
8.7,0.84,0.58517
8.85,0.84,0.58744
9,0.84,0.58965
9.15,0.84,0.59181
9.3,0.84,0.59391
9.45,0.84,0.59596
9.6,0.84,0.59797
9.75,0.84,0.59993
9.9,0.84,0.60184
10.05,0.84,0.60371
10.2,0.84,0.60554
10.35,0.84,0.60733
10.5,0.84,0.60908
10.65,0.84,0.61079
10.8,0.84,0.61246
10.95,0.84,0.61411
11.1,0.84,0.61571
11.25,0.84,0.61729
11.4,0.84,0.61883
11.55,0.84,0.62035
11.7,0.84,0.62183
11.85,0.84,0.62329
12,0.84,0.62472
12.15,0.84,0.62612
12.3,0.84,0.6275
12.45,0.84,0.62885
12.6,0.84,0.63018
12.75,0.84,0.63148
12.9,0.84,0.63276
13.05,0.84,0.63402
13.2,0.84,0.63526
13.35,0.84,0.63647
13.5,0.84,0.63767
13.65,0.84,0.63884
13.8,0.84,0.64
13.95,0.84,0.64114
14.1,0.84,0.64226
14.25,0.84,0.64336
14.4,0.84,0.64444
14.55,0.84,0.64551
14.7,0.84,0.64656
14.85,0.84,0.6476
15,0.84,0.64862
0.15,0.85,1.1478
0.3,0.85,0.69168
0.45,0.85,0.43225
0.6,0.85,0.26168
0.75,0.85,0.14025
0.9,0.85,0.049139
1.05,0.85,0.021869
1.2,0.85,0.078849
1.35,0.85,0.12564
1.5,0.85,0.16481
1.65,0.85,0.1981
1.8,0.85,0.22679
1.95,0.85,0.25179
2.1,0.85,0.27379
2.25,0.85,0.29333
2.4,0.85,0.31081
2.55,0.85,0.32655
2.7,0.85,0.34082
2.85,0.85,0.35383
3,0.85,0.36574
3.15,0.85,0.37669
3.3,0.85,0.38682
3.45,0.85,0.3962
3.6,0.85,0.40494
3.75,0.85,0.41309
3.9,0.85,0.42073
4.05,0.85,0.4279
4.2,0.85,0.43464
4.35,0.85,0.44101
4.5,0.85,0.44703
4.65,0.85,0.45273
4.8,0.85,0.45815
4.95,0.85,0.4633
5.1,0.85,0.46821
5.25,0.85,0.47289
5.4,0.85,0.47737
5.55,0.85,0.48165
5.7,0.85,0.48576
5.85,0.85,0.4897
6,0.85,0.49348
6.15,0.85,0.49713
6.3,0.85,0.50063
6.45,0.85,0.50401
6.6,0.85,0.50728
6.75,0.85,0.51043
6.9,0.85,0.51347
7.05,0.85,0.51642
7.2,0.85,0.51927
7.35,0.85,0.52204
7.5,0.85,0.52472
7.65,0.85,0.52732
7.8,0.85,0.52985
7.95,0.85,0.5323
8.1,0.85,0.53469
8.25,0.85,0.53701
8.4,0.85,0.53927
8.55,0.85,0.54148
8.7,0.85,0.54362
8.85,0.85,0.54572
9,0.85,0.54776
9.15,0.85,0.54975
9.3,0.85,0.5517
9.45,0.85,0.5536
9.6,0.85,0.55546
9.75,0.85,0.55728
9.9,0.85,0.55905
10.05,0.85,0.56079
10.2,0.85,0.56249
10.35,0.85,0.56416
10.5,0.85,0.56579
10.65,0.85,0.56739
10.8,0.85,0.56896
10.95,0.85,0.5705
11.1,0.85,0.572
11.25,0.85,0.57348
11.4,0.85,0.57493
11.55,0.85,0.57636
11.7,0.85,0.57776
11.85,0.85,0.57913
12,0.85,0.58048
12.15,0.85,0.58181
12.3,0.85,0.58311
12.45,0.85,0.58439
12.6,0.85,0.58565
12.75,0.85,0.58689
12.9,0.85,0.58811
13.05,0.85,0.58931
13.2,0.85,0.59049
13.35,0.85,0.59165
13.5,0.85,0.59279
13.65,0.85,0.59392
13.8,0.85,0.59502
13.95,0.85,0.59612
14.1,0.85,0.59719
14.25,0.85,0.59825
14.4,0.85,0.5993
14.55,0.85,0.60033
14.7,0.85,0.60134
14.85,0.85,0.60234
15,0.85,0.60333
0.15,0.86,1.1124
0.3,0.86,0.65886
0.45,0.86,0.40854
0.6,0.86,0.24636
0.75,0.86,0.13176
0.9,0.86,0.04611
1.05,0.86,0.020506
1.2,0.86,0.073897
1.35,0.86,0.11771
1.5,0.86,0.15435
1.65,0.86,0.18549
1.8,0.86,0.21229
1.95,0.86,0.23564
2.1,0.86,0.25617
2.25,0.86,0.27438
2.4,0.86,0.29066
2.55,0.86,0.3053
2.7,0.86,0.31856
2.85,0.86,0.33063
3,0.86,0.34167
3.15,0.86,0.35181
3.3,0.86,0.36116
3.45,0.86,0.36983
3.6,0.86,0.37788
3.75,0.86,0.38538
3.9,0.86,0.3924
4.05,0.86,0.39898
4.2,0.86,0.40517
4.35,0.86,0.41099
4.5,0.86,0.41649
4.65,0.86,0.4217
4.8,0.86,0.42664
4.95,0.86,0.43133
5.1,0.86,0.43579
5.25,0.86,0.44004
5.4,0.86,0.4441
5.55,0.86,0.44799
5.7,0.86,0.4517
5.85,0.86,0.45526
6,0.86,0.45868
6.15,0.86,0.46197
6.3,0.86,0.46513
6.45,0.86,0.46818
6.6,0.86,0.47111
6.75,0.86,0.47395
6.9,0.86,0.47668
7.05,0.86,0.47933
7.2,0.86,0.48189
7.35,0.86,0.48437
7.5,0.86,0.48678
7.65,0.86,0.48911
7.8,0.86,0.49137
7.95,0.86,0.49357
8.1,0.86,0.49571
8.25,0.86,0.49779
8.4,0.86,0.49981
8.55,0.86,0.50178
8.7,0.86,0.5037
8.85,0.86,0.50557
9,0.86,0.5074
9.15,0.86,0.50918
9.3,0.86,0.51092
9.45,0.86,0.51262
9.6,0.86,0.51428
9.75,0.86,0.5159
9.9,0.86,0.51749
10.05,0.86,0.51905
10.2,0.86,0.52057
10.35,0.86,0.52206
10.5,0.86,0.52352
10.65,0.86,0.52495
10.8,0.86,0.52636
10.95,0.86,0.52773
11.1,0.86,0.52908
11.25,0.86,0.53041
11.4,0.86,0.53171
11.55,0.86,0.53299
11.7,0.86,0.53424
11.85,0.86,0.53548
12,0.86,0.53669
12.15,0.86,0.53788
12.3,0.86,0.53906
12.45,0.86,0.54021
12.6,0.86,0.54134
12.75,0.86,0.54246
12.9,0.86,0.54356
13.05,0.86,0.54464
13.2,0.86,0.5457
13.35,0.86,0.54675
13.5,0.86,0.54779
13.65,0.86,0.54881
13.8,0.86,0.54981
13.95,0.86,0.5508
14.1,0.86,0.55178
14.25,0.86,0.55274
14.4,0.86,0.55369
14.55,0.86,0.55462
14.7,0.86,0.55555
14.85,0.86,0.55646
15,0.86,0.55736
0.15,0.87,1.0755
0.3,0.87,0.62562
0.45,0.87,0.38446
0.6,0.87,0.23076
0.75,0.87,0.12311
0.9,0.87,0.043029
1.05,0.87,0.019124
1.2,0.87,0.068897
1.35,0.87,0.10974
1.5,0.87,0.1439
1.65,0.87,0.17294
1.8,0.87,0.19796
1.95,0.87,0.21975
2.1,0.87,0.23891
2.25,0.87,0.25592
2.4,0.87,0.27112
2.55,0.87,0.28479
2.7,0.87,0.29716
2.85,0.87,0.30842
3,0.87,0.31871
3.15,0.87,0.32817
3.3,0.87,0.33688
3.45,0.87,0.34494
3.6,0.87,0.35242
3.75,0.87,0.35939
3.9,0.87,0.3659
4.05,0.87,0.37199
4.2,0.87,0.37772
4.35,0.87,0.3831
4.5,0.87,0.38818
4.65,0.87,0.39298
4.8,0.87,0.39752
4.95,0.87,0.40183
5.1,0.87,0.40593
5.25,0.87,0.40983
5.4,0.87,0.41354
5.55,0.87,0.41709
5.7,0.87,0.42048
5.85,0.87,0.42372
6,0.87,0.42683
6.15,0.87,0.42982
6.3,0.87,0.43268
6.45,0.87,0.43544
6.6,0.87,0.4381
6.75,0.87,0.44065
6.9,0.87,0.44312
7.05,0.87,0.4455
7.2,0.87,0.4478
7.35,0.87,0.45003
7.5,0.87,0.45218
7.65,0.87,0.45427
7.8,0.87,0.45629
7.95,0.87,0.45826
8.1,0.87,0.46016
8.25,0.87,0.46201
8.4,0.87,0.46381
8.55,0.87,0.46556
8.7,0.87,0.46726
8.85,0.87,0.46892
9,0.87,0.47054
9.15,0.87,0.47211
